label,message,message_length,word_count,char_count,uppercase_count,uppercase_ratio,exclamation_count,question_count,has_currency,has_numbers,has_url,has_email,processed_message_stem,processed_message_lemma
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,125,25,125,14,0.112,1,1,1,1,0,0,sunshin quiz wkli win top soni dvd player know countri algarv text ansr sptyron,sunshine quiz wkly win top sony dvd player know country algarve text ansr sptyrone
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,162,28,162,16,0.09876543209876543,1,2,0,1,0,1,want get laid tonight want real dog locat sent direct mob join uk largest dog network txting gravel eca,want get laid tonight want real dogging location sent direct mob join uk largest dogging network txting gravel eca
ham,I only haf msn. It's yijue@hotmail.com,38,6,38,2,0.05263157894736842,0,0,0,0,0,1,haf msn,haf msn
ham,He is there. You call and meet him,34,8,34,2,0.058823529411764705,0,0,0,0,0,0,call meet,call meet
ham,No no. I will check all rooms befor activities,46,9,46,2,0.043478260869565216,0,0,0,0,0,0,check room befor activ,check room befor activity
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,155,32,155,12,0.07741935483870968,0,0,0,1,0,0,youll rcv msg chat svc free hardcor servic text get noth must age verifi network tri,youll rcv msg chat svc free hardcore service text get nothing must age verify network try
ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,85,20,85,4,0.047058823529411764,0,0,0,0,0,0,got lazi type forgot lect saw pouch like nice,got lazy type forgot lect saw pouch like nice
ham,"K, text me when you're on the way",33,8,33,1,0.030303030303030304,0,0,0,0,0,0,text your way,text youre way
ham,"Sir, Waiting for your mail.",27,5,27,2,0.07407407407407407,0,0,0,0,0,0,sir wait mail,sir waiting mail
ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",156,26,156,5,0.03205128205128205,0,0,0,1,0,0,swt thought nver get tire littl thing lovabl person cozsomtim littl thing occupi biggest part heart gud,swt thought nver get tired little thing lovable person cozsomtimes little thing occupy biggest part heart gud
ham,I know you are. Can you pls open the back?,42,10,42,2,0.047619047619047616,0,1,0,0,0,0,know pleas open back,know please open back
ham,Yes see ya not on the dot,25,7,25,1,0.04,0,0,0,0,0,0,ye see dot,yes see dot
ham,Whats the staff name who is taking class for us?,48,10,48,1,0.020833333333333332,0,1,0,0,0,0,what staff name take class,whats staff name taking class
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",159,29,159,9,0.05660377358490566,0,1,0,1,0,0,freemsg havent repli text randi sexi femal live local love hear netcollex ltd per messag repli stop end,freemsg havent replied text randy sexy female live local love hear netcollex ltd per message reply stop end
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,84,15,84,1,0.011904761904761904,0,0,0,0,0,0,ummmawil call check inour life begin qatar pleas pray hard,ummmawill call check inour life begin qatar please pray hard
ham,K..i deleted my contact that why?,33,6,33,1,0.030303030303030304,0,1,0,0,0,0,delet contact,deleted contact
ham,Sindu got job in birla soft ..,30,7,30,1,0.03333333333333333,0,0,0,0,0,0,sindu got job birla soft,sindu got job birla soft
ham,The wine is flowing and i'm i have nevering..,45,9,45,1,0.022222222222222223,0,0,0,0,0,0,wine flow never,wine flowing nevering
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,59,15,59,1,0.01694915254237288,0,0,0,1,0,0,yup thk cine better co need plaza mah,yup thk cine better co need plaza mah
ham,Ok... Ur typical reply...,25,4,25,2,0.08,0,0,0,0,0,0,typic repli,typical reply
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,160,26,160,10,0.0625,0,0,0,1,0,0,per request mell mell oru minnaminungint nurungu vettam set callertun caller press copi friend callertun,per request melle melle oru minnaminunginte nurungu vettam set callertune caller press copy friend callertune
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",384,80,384,5,0.013020833333333334,0,0,0,0,0,0,everywher dirt floor window even shirt sometim open mouth come flow dream world without half chore time joy lot show ill see guess like thing must exist like rain hail mist time done becom one,everywhere dirt floor window even shirt sometimes open mouth come flowing dream world without half chore time joy lot show ill see guess like thing must exist like rain hail mist time done become one
ham,Aaooooright are you at work?,28,5,28,1,0.03571428571428571,0,1,0,0,0,0,aaooooright work,aaooooright work
ham,I'm leaving my house now...,27,5,27,1,0.037037037037037035,0,0,0,0,0,0,leav hous,leaving house
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",157,33,157,7,0.044585987261146494,0,6,0,0,0,0,hello love get interview today happi good boy think mear miss,hello love get interview today happy good boy think meare missing
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,124,19,124,5,0.04032258064516129,0,0,0,1,0,0,custom servic annonc new year deliveri wait pleas call arrang deliveri,customer service annoncement new year delivery waiting please call arrange delivery
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,145,27,145,2,0.013793103448275862,0,0,1,1,0,0,winner special select receiv cash holiday flight inc speak live oper claim,winner specially selected receive cash holiday flight inc speak live operator claim
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,115,24,115,4,0.034782608695652174,0,0,0,0,0,0,keep safe need miss alreadi envi everyon see real life,keep safe need miss already envy everyone see real life
ham,New car and house for my parents.:)i have only new job in hand:),64,13,64,1,0.015625,0,0,0,0,0,0,new car hous parentsi new job hand,new car house parentsi new job hand
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,85,19,85,3,0.03529411764705882,0,0,0,0,0,0,love excit day spend make happi,love excited day spend make happy
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,152,24,152,31,0.20394736842105263,0,1,0,1,1,0,pleas stop bootydeli invit friend repli ye see stop send stop frnd,please stop bootydelious inviting friend reply yes see stop send stop frnd
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",155,30,155,20,0.12903225806451613,0,0,0,1,0,0,bangbab order way receiv servic messag download content goto wap bangb mobil internetservic menu,bangbabes order way receive service message download content goto wap bangb mobile internetservice menu
ham,I place all ur points on e cultures module already.,51,10,51,1,0.0196078431372549,0,0,0,0,0,0,place point cultur modul alreadi,place point culture module already
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,156,27,156,22,0.14102564102564102,1,0,1,1,0,0,urgent tri contact last weekend draw show prize guarante call claim code valid hr,urgent trying contact last weekend draw show prize guaranteed call claim code valid hr
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",74,13,74,1,0.013513513513513514,0,1,0,0,0,0,frnd best way avoid missunderstd wit belov one,frnd best way avoid missunderstding wit beloved one
ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,67,13,67,3,0.04477611940298507,0,0,0,0,0,0,great escap fanci bridg need lager see tomo,great escape fancy bridge need lager see tomo
ham,Yes :)it completely in out of form:)clark also utter waste.,59,10,59,1,0.01694915254237288,0,0,0,0,0,0,ye complet formclark also utter wast,yes completely formclark also utter waste
ham,"Sir, I need AXIS BANK account no and bank address.",50,10,50,10,0.2,0,0,0,0,0,0,sir need axi bank account bank address,sir need axis bank account bank address
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",94,20,94,4,0.0425531914893617,0,0,0,1,0,0,hmmm thk sure got time hop ard free abt muz call discuss liao,hmmm thk sure got time hop ard free abt muz call discus liao
ham,What time you coming down later? ,33,6,33,1,0.030303030303030304,0,1,0,0,0,0,time come later,time coming later
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",105,21,105,3,0.02857142857142857,0,0,0,0,0,0,bloodi hell believ forgot surnam ill give clue spanish begin,bloody hell believe forgot surname ill give clue spanish begin
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",61,11,61,2,0.03278688524590164,0,0,0,0,0,0,well gon finish bath goodfin night,well gon finish bath goodfine night
ham,Let me know when you've got the money so carlos can make the call,65,14,65,1,0.015384615384615385,0,0,0,0,0,0,let know youv got money carlo make call,let know youve got money carlos make call
ham,U still going to the mall?,26,6,26,1,0.038461538461538464,0,1,0,0,0,0,still go mall,still going mall
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",146,30,146,1,0.00684931506849315,0,0,1,0,0,0,turn friend stay whole show wont back til ltgt feel free ahead smoke ltgt worth,turn friend staying whole show wont back til ltgt feel free ahead smoke ltgt worth
ham,Text her. If she doesnt reply let me know so i can have her log in,66,16,66,2,0.030303030303030304,0,0,0,0,0,0,text doesnt repli let know log,text doesnt reply let know log
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,126,25,126,17,0.1349206349206349,1,0,0,0,0,0,spoke maneesha wed like know satisfi experi repli toll free ye,spoke maneesha wed like know satisfied experience reply toll free yes
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,159,31,159,4,0.025157232704402517,0,0,0,1,0,0,lift hope offer money need especi end month approach hurt studi anyway great weekend,lifted hope offer money need especially end month approach hurt studying anyways great weekend
ham,Lol no. U can trust me.,23,6,23,2,0.08695652173913043,0,0,0,0,0,0,lol trust,lol trust
ham,ok. I am a gentleman and will treat you with dignity and respect.,65,13,65,1,0.015384615384615385,0,0,0,0,0,0,gentleman treat digniti respect,gentleman treat dignity respect
ham,"He will, you guys close?",24,5,24,1,0.041666666666666664,0,1,0,0,0,0,guy close,guy close
ham,Going on nothing great.bye,26,4,26,1,0.038461538461538464,0,0,0,0,0,0,go noth greatby,going nothing greatbye
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,152,32,152,6,0.039473684210526314,1,5,0,0,0,0,hello handsom find job lazi work toward get back net mummi where boytoy miss,hello handsome finding job lazy working towards getting back net mummy wheres boytoy miss
ham,"Haha awesome, be there in a minute",34,7,34,1,0.029411764705882353,0,0,0,0,0,0,haha awesom minut,haha awesome minute
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,147,24,147,13,0.08843537414965986,1,0,1,1,0,0,pleas call custom servic repres freephon ampm guarante cash prize,please call customer service representative freephone ampm guaranteed cash prize
ham,Have you got Xmas radio times. If not i will get it now,55,13,55,3,0.05454545454545454,0,0,0,0,0,0,got xma radio time get,got xmas radio time get
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,88,19,88,3,0.03409090909090909,0,0,0,0,0,0,ju reach home bath first si use net tell finish,jus reached home bathe first si using net tell finish
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,72,10,72,3,0.041666666666666664,0,1,0,1,1,0,uniqu enough find august,unique enough find august
